melhor;pior;media;mediana
33.30835690601009;66.71243776890333;53.32562075411638;5.191760704067376
33.30835690601009;65.24581926548635;53.19001638230248;4.997788341657332
33.30835690601009;64.10172861985473;52.249434832356094;4.8056896285472135
33.30835690601009;62.70278491269443;51.71691545514293;4.658779504479154
33.30835690601009;64.45037511100304;50.89598042284435;5.082889070951793
33.30835690601009;64.02405555019182;50.19254176974568;5.381954602389969
33.30835690601009;66.71243776890333;49.6096063727399;5.862265335674933
33.30835690601009;63.264990066298154;48.42478242194647;6.315823063850066
33.30835690601009;64.12256035725902;47.18913730277241;7.096399571794418
32.50525284895916;64.50989233755567;45.677876090684634;7.716351222509018
32.50525284895916;60.94155102791812;44.444551073331446;7.860468551116698
32.50525284895916;61.105662115700575;43.406038557668495;8.074744971761486
32.50525284895916;61.89367636258798;42.013987905678384;8.101624597089865
32.50525284895916;61.138750342606365;40.72141074685433;8.16918078477611
29.24873190287709;60.77955947516658;38.35671559273544;8.29212763353627
29.24873190287709;57.86143467968262;36.94080998235785;8.418167506952393
29.24873190287709;58.966478118041024;35.13453621947478;8.023015277651536
29.24873190287709;57.52553621533751;33.67235815352328;7.338871615823908
29.24873190287709;61.87419100208475;32.51404665789148;6.6116371232052265
29.24873190287709;63.17086846638229;31.861707383662846;6.083390538910966
29.24873190287709;55.523897885418535;30.909164236421567;4.8900848031885795
29.24873190287709;55.36398433945107;30.35778238927565;3.961908015580828
29.24873190287709;54.287141777173545;30.110443136655498;3.5911197920319924
29.24873190287709;55.523897885418535;29.86934048130893;3.3147220768344545
29.24873190287709;53.35637087749375;29.77167831465498;2.82047872912821
29.24873190287709;49.41039635698809;29.68929791033182;2.338836302565481
29.24873190287709;49.41039635698809;29.512892308610184;1.9796463611265767
29.24873190287709;48.04091305902388;29.48894882495785;1.8131106656241867
29.24873190287709;48.04091305902388;29.423715181806994;1.6414117050165355
29.24873190287709;48.04091305902388;29.423715181806994;1.6414117050165355
29.24873190287709;48.04091305902388;29.45150751760558;1.792762301227171
29.24873190287709;48.04091305902388;29.4029930836158;1.5673182396540561
29.24873190287709;48.04091305902388;29.4029930836158;1.5673182396540561
29.24873190287709;54.43568790817779;29.434579220946883;2.0598361283716735
29.24873190287709;50.82460991936118;29.392571089653647;1.7557810331099948
29.24873190287709;50.82460991936118;29.392571089653647;1.7557810331099948
29.24873190287709;50.606685363654854;29.391118259282266;1.7380469783815724
29.24873190287709;49.53074536990974;29.38394532599063;1.6504901692292935
29.24873190287709;48.04091305902388;29.374013110584734;1.5292520294896574
29.24873190287709;48.04091305902388;29.374013110584734;1.5292520294896574
29.24873190287709;51.85723562519301;29.399455261025857;1.8398130538331452
29.24873190287709;48.04091305902388;29.374013110584734;1.5292520294896574
29.24873190287709;46.040913059023886;29.360679777251402;1.3664979546132092
29.24873190287709;47.02089619418151;29.36721299815245;1.44624607889176
29.24873190287709;47.02089619418151;29.36721299815245;1.44624607889176
29.24873190287709;47.02089619418151;29.36721299815245;1.44624607889176
29.24873190287709;49.40100448666842;29.383080386769034;1.639932240516496
29.24873190287709;48.99185873662685;29.380352748435424;1.606637171497673
29.24873190287709;47.01652542721477;29.367183859706007;1.4458903988246739
29.24873190287709;42.624799208144694;29.337905684912208;1.0885047298769748
