melhor;pior;media;mediana
1329.2977867384666;1856.96049329632;1592.8039567519204;89.32076144225225
1329.2977867384666;1856.96049329632;1589.9234229302203;90.02511689651091
1329.2977867384666;1846.8376068134658;1584.281260398833;92.67887256144988
1314.8083741820262;1846.8376068134658;1580.3815947174596;92.65746292939869
1314.8083741820262;1824.5896346313662;1580.1583652409868;91.60981309970944
1264.2466484377503;1854.0284914539307;1579.4205560940086;94.03558048701288
1264.2466484377503;1838.1782824919742;1577.9352204656877;90.83831637245838
1264.2466484377503;1838.1782824919742;1573.7908972756604;87.43932858331918
1264.2466484377503;1812.5772632615865;1573.8428847256778;87.22860619100257
1264.2466484377503;1886.2115914240703;1576.6240986606258;87.60061694166328
1264.2466484377503;1886.2115914240703;1573.8014281309015;87.08539463105973
1264.2466484377503;1886.2115914240703;1571.5508602350071;83.05591678056224
1264.2466484377503;1917.5781298237969;1570.8195343533864;82.6603653894552
1264.2466484377503;1916.9749261046022;1570.6136580509026;82.2422447377831
1264.2466484377503;1850.6630214688785;1565.0155132374373;83.37602555979228
1264.2466484377503;1826.7645000099246;1563.0520162350851;82.80835146166169
1264.2466484377503;1802.444660967899;1562.4334247594252;83.0592003639476
1264.2466484377503;1802.2162424291826;1560.4062067818015;83.20007058405159
1264.2466484377503;1802.2162424291826;1557.1380236840332;87.88853082266598
1264.2466484377503;1802.3826286308824;1553.1497510522124;90.05232040313786
1264.2466484377503;1780.3805120744262;1548.2843893700683;91.62967386473437
1264.2466484377503;1785.5274643105547;1543.386998215836;95.14269539751459
1264.2466484377503;1750.0220326251492;1536.0946576907836;94.80312801606063
1264.2466484377503;1791.190727680375;1529.8262089257605;92.7239226034402
1264.2466484377503;1796.1127536278234;1524.023021676927;95.48755310459322
1225.2097495828887;1796.1127536278234;1517.8513567264386;98.17791698388642
1225.2097495828887;1803.2414268818602;1518.818486720758;100.60654491300325
1216.4936204333933;1796.9293121697533;1511.0202424501151;100.83401761555149
1216.4936204333933;1796.9293121697533;1504.0266719767021;103.11434419122831
1189.2209191661254;1809.4897683786578;1500.0480632694705;102.71531890490935
1189.2209191661254;1802.5068893986884;1502.0646456584304;99.17961913557129
1189.2209191661254;1739.8682185148027;1498.7036170869048;96.74128997935195
1189.2209191661254;1730.3843113230312;1497.7061169656708;96.75049597061982
1189.2209191661254;1731.5351845066493;1496.3412036414247;95.39812598348475
1189.2209191661254;1741.40995902448;1491.7135577310512;94.60274749312364
1189.2209191661254;1774.7387810116757;1487.1029811944065;95.98502868439428
1189.2209191661254;1797.775892181024;1482.6321647834006;94.71109592234593
1189.2209191661254;1811.756519257804;1479.8166699857788;94.06043420230708
1189.2209191661254;1811.756519257804;1473.8133375272885;93.0121603094167
1189.2209191661254;1806.582698084813;1466.749177684573;93.59426640278653
1189.2209191661254;1806.582698084813;1459.8024447032553;95.19468718561231
1175.4263608342492;1736.2128818905687;1453.1437673514454;96.80368057035692
1175.4263608342492;1736.6554393680037;1450.2281301040202;96.68529622142368
1175.4263608342492;1744.3972696527185;1441.191435233691;95.3617802585116
1161.0962807818282;1744.3972696527185;1438.8006206630562;98.00250018097033
1161.0962807818282;1744.3972696527185;1433.2044849995298;97.40011830280422
1161.0962807818282;1744.3972696527185;1426.6345029976699;98.5503108063561
1131.4758927612766;1744.3972696527185;1422.0190529223441;98.90189940065896
1131.4758927612766;1694.0241729443485;1420.008930291679;98.73285107906192
1129.988649038553;1740.5407107399622;1417.2272199268157;97.77944015929972
1129.988649038553;1740.5407107399622;1411.1407241699146;99.86639461508922
1129.988649038553;1698.064735272166;1404.1239032924782;97.68635198615763
1129.988649038553;1735.0410617156017;1396.0625634863686;99.44829761783701
1129.988649038553;1691.7685718033583;1386.8807009402765;100.59742362506245
1129.988649038553;1691.7685718033583;1377.0312852810086;99.12716521709699
1118.2046044911046;1749.3821495723057;1372.1991602070352;100.53624199545565
1118.2046044911046;1749.3821495723057;1366.4076660006851;101.55296578150035
1109.3530137381595;1675.57417737715;1363.004075162977;101.78427052777234
